1000, 0.02610, 0.005
2000, 0.01921, 0.005
3000, 0.01822, 0.005
4000, 0.01666, 0.005
5000, 0.01658, 0.005
6000, 0.01539, 0.005
7000, 0.01507, 0.005
8000, 0.01518, 0.005
9000, 0.01488, 0.005
10000, 0.01452, 0.005
11000, 0.01515, 0.02
12000, 0.01454, 0.02
13000, 0.01322, 0.02
14000, 0.01222, 0.02
15000, 0.01204, 0.02
16000, 0.01160, 0.02
17000, 0.01153, 0.02
18000, 0.01150, 0.02
19000, 0.01066, 0.02
20000, 0.01070, 0.02
21000, 0.01010, 0.02
22000, 0.00968, 0.02
23000, 0.00944, 0.02
24000, 0.00929, 0.02
25000, 0.00924, 0.02
26000, 0.00922, 0.02
27000, 0.00880, 0.02
28000, 0.00867, 0.02
29000, 0.00895, 0.02
30000, 0.00888, 0.02
31000, 0.00833, 0.02
32000, 0.00827, 0.02
33000, 0.00816, 0.02
34000, 0.00818, 0.02
35000, 0.00814, 0.02
36000, 0.00791, 0.02
37000, 0.00784, 0.02
38000, 0.00781, 0.02
39000, 0.00762, 0.02
40000, 0.00750, 0.02
41000, 0.00757, 0.02
42000, 0.00712, 0.02
43000, 0.00730, 0.02
44000, 0.00702, 0.02
45000, 0.00723, 0.02
46000, 0.00721, 0.02
47000, 0.00704, 0.02
48000, 0.00673, 0.02
49000, 0.00659, 0.02
50000, 0.00670, 0.02
51000, 0.00686, 0.02
52000, 0.00656, 0.02
53000, 0.00650, 0.02
54000, 0.00681, 0.02
55000, 0.00649, 0.02
56000, 0.00654, 0.02
57000, 0.00649, 0.02
58000, 0.00634, 0.02
59000, 0.00650, 0.02
60000, 0.00628, 0.02
61000, 0.00592, 0.02
62000, 0.00604, 0.02
63000, 0.00598, 0.02
64000, 0.00618, 0.02
65000, 0.00647, 0.02
66000, 0.00634, 0.02
67000, 0.00582, 0.02
68000, 0.00607, 0.02
69000, 0.00596, 0.02
70000, 0.00574, 0.02
71000, 0.00590, 0.02
72000, 0.00563, 0.02
73000, 0.00568, 0.02
74000, 0.00579, 0.02
75000, 0.00544, 0.02
76000, 0.00557, 0.02
77000, 0.00551, 0.02
78000, 0.00555, 0.02
79000, 0.00548, 0.02
80000, 0.00548, 0.02
81000, 0.00559, 0.02
82000, 0.00541, 0.02
83000, 0.00534, 0.02
84000, 0.00555, 0.02
85000, 0.00545, 0.02
86000, 0.00529, 0.02
87000, 0.00561, 0.02
88000, 0.00525, 0.02
89000, 0.00515, 0.02
90000, 0.00514, 0.02
91000, 0.00526, 0.02
92000, 0.00507, 0.02
93000, 0.00512, 0.02
94000, 0.00511, 0.02
95000, 0.00503, 0.02
96000, 0.00495, 0.02
97000, 0.00508, 0.02
98000, 0.00505, 0.02
99000, 0.00496, 0.02
100000, 0.00512, 0.02
101000, 0.00489, 0.02
102000, 0.00494, 0.02
103000, 0.00484, 0.02
104000, 0.00478, 0.02
105000, 0.00503, 0.02
106000, 0.00465, 0.02
107000, 0.00474, 0.02
108000, 0.00484, 0.02
109000, 0.00453, 0.02
110000, 0.00491, 0.02
111000, 0.00469, 0.02
112000, 0.00478, 0.02
113000, 0.00467, 0.02
114000, 0.00478, 0.02
115000, 0.00477, 0.02
116000, 0.00468, 0.02
117000, 0.00469, 0.02
118000, 0.00466, 0.02
119000, 0.00476, 0.02
120000, 0.00468, 0.02
121000, 0.00452, 0.02
122000, 0.00458, 0.02
123000, 0.00440, 0.02
124000, 0.00451, 0.02
125000, 0.00460, 0.02
126000, 0.00458, 0.02
127000, 0.00454, 0.02
128000, 0.00456, 0.02
129000, 0.00458, 0.02
130000, 0.00447, 0.02
131000, 0.00452, 0.02
132000, 0.00429, 0.02
133000, 0.00451, 0.02
134000, 0.00442, 0.02
135000, 0.00436, 0.02
136000, 0.00435, 0.02
137000, 0.00435, 0.02
138000, 0.00465, 0.02
139000, 0.00431, 0.02
140000, 0.00432, 0.02
141000, 0.00434, 0.02
142000, 0.00423, 0.02
143000, 0.00429, 0.02
144000, 0.00417, 0.02
145000, 0.00417, 0.02
146000, 0.00421, 0.02
147000, 0.00427, 0.02
148000, 0.00428, 0.02
149000, 0.00419, 0.02
150000, 0.00437, 0.02
151000, 0.00419, 0.02
152000, 0.00417, 0.02
153000, 0.00412, 0.02
154000, 0.00416, 0.02
155000, 0.00438, 0.02
156000, 0.00409, 0.02
157000, 0.00426, 0.02
158000, 0.00416, 0.02
159000, 0.00413, 0.02
160000, 0.00422, 0.02
