1000, 0.02121, 0.005
2000, 0.01126, 0.005
3000, 0.00992, 0.005
4000, 0.00901, 0.005
5000, 0.00850, 0.005
6000, 0.00763, 0.005
7000, 0.00717, 0.005
8000, 0.00683, 0.005
9000, 0.00635, 0.005
10000, 0.00606, 0.005
11000, 0.00714, 0.02
12000, 0.00589, 0.02
13000, 0.00521, 0.02
14000, 0.00496, 0.02
15000, 0.00452, 0.02
16000, 0.00426, 0.02
17000, 0.00412, 0.02
18000, 0.00393, 0.02
19000, 0.00374, 0.02
20000, 0.00363, 0.02
21000, 0.00343, 0.02
22000, 0.00337, 0.02
23000, 0.00333, 0.02
24000, 0.00320, 0.02
25000, 0.00312, 0.02
26000, 0.00305, 0.02
27000, 0.00298, 0.02
28000, 0.00297, 0.02
29000, 0.00290, 0.02
30000, 0.00281, 0.02
31000, 0.00278, 0.02
32000, 0.00269, 0.02
33000, 0.00261, 0.02
34000, 0.00266, 0.02
35000, 0.00260, 0.02
36000, 0.00256, 0.02
37000, 0.00255, 0.02
38000, 0.00241, 0.02
39000, 0.00249, 0.02
40000, 0.00240, 0.02
41000, 0.00250, 0.02
42000, 0.00237, 0.02
43000, 0.00238, 0.02
44000, 0.00238, 0.02
45000, 0.00240, 0.02
46000, 0.00230, 0.02
47000, 0.00229, 0.02
48000, 0.00224, 0.02
49000, 0.00219, 0.02
50000, 0.00218, 0.02
51000, 0.00220, 0.02
52000, 0.00215, 0.02
53000, 0.00215, 0.02
54000, 0.00217, 0.02
55000, 0.00212, 0.02
56000, 0.00216, 0.02
57000, 0.00215, 0.02
58000, 0.00209, 0.02
59000, 0.00208, 0.02
60000, 0.00203, 0.02
61000, 0.00202, 0.02
62000, 0.00198, 0.02
63000, 0.00201, 0.02
64000, 0.00202, 0.02
65000, 0.00201, 0.02
66000, 0.00195, 0.02
67000, 0.00199, 0.02
68000, 0.00196, 0.02
69000, 0.00202, 0.02
70000, 0.00196, 0.02
71000, 0.00197, 0.02
72000, 0.00191, 0.02
73000, 0.00197, 0.02
74000, 0.00192, 0.02
75000, 0.00191, 0.02
76000, 0.00186, 0.02
77000, 0.00190, 0.02
78000, 0.00187, 0.02
79000, 0.00189, 0.02
80000, 0.00188, 0.02
81000, 0.00189, 0.02
82000, 0.00190, 0.02
83000, 0.00184, 0.02
84000, 0.00184, 0.02
85000, 0.00185, 0.02
86000, 0.00187, 0.02
87000, 0.00178, 0.02
88000, 0.00184, 0.02
89000, 0.00181, 0.02
90000, 0.00182, 0.02
91000, 0.00183, 0.02
92000, 0.00178, 0.02
93000, 0.00175, 0.02
94000, 0.00177, 0.02
95000, 0.00176, 0.02
96000, 0.00179, 0.02
97000, 0.00178, 0.02
98000, 0.00176, 0.02
99000, 0.00175, 0.02
100000, 0.00177, 0.02
101000, 0.00172, 0.02
102000, 0.00172, 0.02
103000, 0.00173, 0.02
104000, 0.00177, 0.02
105000, 0.00171, 0.02
106000, 0.00168, 0.02
107000, 0.00168, 0.02
108000, 0.00167, 0.02
109000, 0.00168, 0.02
110000, 0.00171, 0.02
111000, 0.00174, 0.02
112000, 0.00174, 0.02
113000, 0.00171, 0.02
114000, 0.00165, 0.02
115000, 0.00167, 0.02
116000, 0.00167, 0.02
117000, 0.00166, 0.02
118000, 0.00166, 0.02
119000, 0.00163, 0.02
120000, 0.00162, 0.02
121000, 0.00167, 0.02
122000, 0.00170, 0.02
123000, 0.00162, 0.02
